valid_species_id,species_authority,group,year
12134,Dall,N_Temp-E.Pacific,1899
12134,Dall,Trop-E.Pacific,1899
12145,Thach,Trop-W.Pacific,2015
12146,Schultz & Huber,Trop-W.Pacific,2013
12147,Schultz & Huber,Trop-W.Pacific.Islands,2013
100004,G.B. Sowerby,Trop-IndianOcean,1892
100004,G.B. Sowerby,S_Temp-IndianOcean,1892
100005,Scarlato,N_Temp-W.Pacific,1965
100005,Scarlato,Trop-W.Pacific,1965
100006,Say,S_Temp-W.Atlantic,1822
100006,Say,N_Temp-W.Atlantic,1822
100006,Say,Trop-W.Atlantic,1822
100008,Habe,N_Temp-W.Pacific,1958
100008,Habe,Trop-W.Pacific,1958
100009,Scarlato,Trop-W.Pacific,1965
100011,E. A. Smith,S_Temp-W.Pacific,1885
100011,E. A. Smith,Trop-W.Pacific,1885
100012,von Cosel,Trop-E.Atlantic,1995
100014,Nickles,Trop-E.Atlantic,1955
100015,Nomura & Hatai,N_Temp-W.Pacific,1940
100015,Nomura & Hatai,Trop-W.Pacific,1940
100016,Nickles,Trop-E.Atlantic,1955
100017,Dall,S_Temp-W.Atlantic,1881
100017,Dall,N_Temp-W.Atlantic,1881
100017,Dall,Trop-W.Atlantic,1881
100018,Gould,N_Temp-W.Pacific,1861
100018,Gould,Trop-W.Pacific,1861
100019,A. Adams,S_Temp-W.Pacific.Islands,1856
100020,G.B. Sowerby,N_Temp-W.Pacific,1894
100020,G.B. Sowerby,Trop-W.Pacific,1894
100021,Mueller,N_Temp-E.Atlantic,1789
100023,Montagu,N_Temp-E.Atlantic,1808
100026,Recluz,N_Temp-E.Atlantic,1843
100027,Kuroda & Habe,N_Temp-W.Pacific,1958
100028,Habe,N_Temp-W.Pacific,1958
100028,Habe,Trop-W.Pacific,1958
100030,Montagu,N_Temp-E.Atlantic,1803
100031,Dautzenberg,Trop-IndianOcean,1923
100031,Dautzenberg,S_Temp-IndianOcean,1923
100032,A. Adams,N_Temp-W.Pacific,1856
100032,A. Adams,Trop-W.Pacific,1856
100032,A. Adams,Trop-IndianOcean,1856
100033,G.B. Sowerby III,Trop-IndianOcean,1894
100033,G.B. Sowerby III,S_Temp-IndianOcean,1894
100034,Dall,N_Temp-E.Pacific,1915
100034,Dall,Trop-E.Pacific,1915
100035,Wood,N_Temp-E.Atlantic,1802
100035,Wood,Trop-E.Atlantic,1802
100037,A. Adams,S_Temp-W.Pacific,1861
100038,Scacchi,N_Temp-E.Atlantic,1835
100038,Scacchi,N_Temp-W.Atlantic,1835
100038,Scacchi,Trop-W.Atlantic,1835
100039,Dautzenberg,Trop-E.Atlantic,1912
100040,Bronn,N_Temp-E.Atlantic,1832
100041,Philippi,S_Temp-W.Atlantic,1836
100041,Philippi,N_Temp-W.Atlantic,1836
100041,Philippi,Trop-W.Atlantic,1836
100042,Lamy,Trop-W.Pacific.Islands,1906
100042,Lamy,Trop-IndianOcean,1906
100044,Hedley,S_Temp-W.Pacific,1906
100044,Hedley,Trop-W.Pacific,1906
100045,Pilsbry,S_Temp-W.Atlantic,1897
100046,Linnaeus,N_Temp-E.Atlantic,1758
100047,Linnaeus,N_Temp-E.Atlantic,1758
100047,Linnaeus,N_Polar-Arctic,1758
100048,ter Poorten,Trop-W.Pacific,2009
100049,G.B. Sowerby II,N_Temp-E.Atlantic,1834
100050,Lightfoot,N_Temp-E.Atlantic,1786
100051,Linnaeus,N_Temp-E.Atlantic,1758
100053,Vidal,Trop-IndianOcean,1999
100054,G.B. Sowerby,S_Temp-W.Pacific,1840
100054,G.B. Sowerby,Trop-W.Pacific.Islands,1840
100054,G.B. Sowerby,Trop-W.Pacific,1840
100054,G.B. Sowerby,Trop-IndianOcean,1840
100054,G.B. Sowerby,S_Temp-IndianOcean,1840
100055,Bruguiere,Trop-W.Pacific.Islands,1789
100055,Bruguiere,S_Temp-W.Pacific,1789
100055,Bruguiere,N_Temp-W.Pacific,1789
100055,Bruguiere,Trop-W.Pacific,1789
100055,Bruguiere,Trop-IndianOcean,1789
100055,Bruguiere,S_Temp-IndianOcean,1789
100056,Dunker,N_Temp-W.Pacific,1877
100056,Dunker,Trop-W.Pacific,1877
100057,Deshayes,S_Temp-W.Pacific,1855
100057,Deshayes,Trop-W.Pacific,1855
100057,Deshayes,Trop-IndianOcean,1855
100058,Mellvill & Standen,Trop-W.Pacific.Islands,1899
100058,Mellvill & Standen,Trop-W.Pacific,1899
100058,Mellvill & Standen,Trop-IndianOcean,1899
100059,Vidal,Trop-W.Pacific,1998
100059,Vidal,Trop-IndianOcean,1998
100059,Vidal,S_Temp-IndianOcean,1998
100060,Vidal,Trop-W.Pacific.Islands,1999
100060,Vidal,Trop-W.Pacific,1999
100060,Vidal,Trop-IndianOcean,1999
100061,G.B. Sowerby II,S_Temp-W.Pacific,1834
100061,G.B. Sowerby II,N_Temp-W.Pacific,1834
100061,G.B. Sowerby II,Trop-W.Pacific,1834
100061,G.B. Sowerby II,Trop-IndianOcean,1834
100062,Healy & Lamprell,S_Temp-W.Pacific,1992
100063,Wood,N_Temp-W.Pacific,1815
100063,Wood,Trop-W.Pacific.Islands,1815
100063,Wood,Trop-W.Pacific,1815
100063,Wood,Trop-IndianOcean,1815
100064,Linnaeus,N_Temp-W.Atlantic,1758
100064,Linnaeus,Trop-W.Atlantic,1758
100065,Wilson & Stevenson,Trop-IndianOcean,1977
100066,Deshayes,Trop-IndianOcean,1855
100068,G.B. Sowerby II,S_Temp-W.Pacific,1834
100068,G.B. Sowerby II,Trop-W.Pacific,1834
100068,G.B. Sowerby II,Trop-IndianOcean,1834
100069,Dall,Trop-E.Pacific,1901
100070,Vidal,Trop-W.Pacific.Islands,1999
100071,G.B. Sowerby,Trop-IndianOcean,1868
100072,Healy & Lamprell,S_Temp-W.Pacific,1992
100072,Healy & Lamprell,Trop-W.Pacific.Islands,1992
100072,Healy & Lamprell,Trop-W.Pacific,1992
100072,Healy & Lamprell,Trop-IndianOcean,1992
100073,G.B. Sowerby III,Trop-W.Pacific.Islands,1894
100073,G.B. Sowerby III,Trop-W.Pacific,1894
100073,G.B. Sowerby III,Trop-IndianOcean,1894
100074,Vidal,Trop-W.Pacific.Islands,1999
100075,Preston,Trop-IndianOcean,1916
100076,Spengler,Trop-W.Pacific.Islands,1799
100076,Spengler,Trop-W.Pacific,1799
100076,Spengler,Trop-IndianOcean,1799
100079,Mellvill & Standen,Trop-W.Pacific.Islands,1899
100079,Mellvill & Standen,N_Temp-W.Pacific,1899
100079,Mellvill & Standen,Trop-W.Pacific,1899
100079,Mellvill & Standen,Trop-IndianOcean,1899
100079,Mellvill & Standen,S_Temp-IndianOcean,1899
100080,G.B. Sowerby,Trop-W.Pacific,1840
100080,G.B. Sowerby,Trop-IndianOcean,1840
100081,Thiele,S_Polar-Antarctic,1912
100082,Pelseneer,S_Polar-Antarctic,1903
100083,E. A. Smith,S_Temp-IndianOcean,1904
100084,Lamy,S_Temp-W.Atlantic,1906
100084,Lamy,S_Polar-Antarctic,1906
100085,E. A. Smith,S_Polar-Antarctic,1902
100086,Dall& Bartsch & Rehder,N_Temp-W.Pacific,1938
100087,Habe,N_Temp-W.Pacific,1958
100088,Dall& Bartsch & Rehder,Trop-W.Pacific.Islands,1938
100088,Dall& Bartsch & Rehder,N_Temp-W.Pacific,1938
100088,Dall& Bartsch & Rehder,Trop-IndianOcean,1938
100089,Marshall,N_Temp-E.Atlantic,1900
100090,Philippi,N_Temp-E.Pacific,1847
100091,Dall,N_Temp-E.Pacific,1911
100091,Dall,Trop-E.Pacific,1911
100092,Habe,N_Temp-W.Pacific,1955
100093,Philippi,N_Temp-E.Pacific,1851
100094,Schenck,N_Temp-E.Pacific,1867
100094,Schenck,N_Temp-W.Pacific,1867
100095,d'Orbigny,Trop-E.Pacific,1842
100097,Viader,Trop-W.Pacific.Islands,1951
100097,Viader,Trop-IndianOcean,1951
100098,Habe,N_Temp-W.Pacific,1976
100099,Monterosato,N_Temp-E.Atlantic,1875
100099,Monterosato,Trop-E.Atlantic,1875
100100,Gmelin,Trop-E.Atlantic,1791
100101,Verrill,N_Temp-W.Atlantic,1882
100101,Verrill,Trop-W.Atlantic,1882
100103,Lamarck,N_Temp-W.Atlantic,1819
100103,Lamarck,Trop-W.Atlantic,1819
100104,Dijkstra,Trop-W.Pacific,1998
100104,Dijkstra,Trop-E.Atlantic,1998
100105,Linnaeus,N_Temp-E.Atlantic,1758
100105,Linnaeus,Trop-W.Pacific,1758
100105,Linnaeus,Trop-E.Atlantic,1758
100107,E. A. Smith,S_Temp-E.Atlantic,1904
100107,E. A. Smith,S_Temp-IndianOcean,1904
100108,Dall,N_Temp-W.Atlantic,1892
100108,Dall,Trop-W.Atlantic,1892
100109,Jeffreys,N_Temp-E.Atlantic,1864
100110,Issel,Trop-IndianOcean,1869
100111,Yokoyama,N_Temp-W.Pacific,1927
100111,Yokoyama,Trop-W.Pacific,1927
100112,King & Broderip,S_Temp-W.Atlantic,1832
100112,King & Broderip,S_Temp-E.Pacific,1832
100113,Klappenbach,S_Temp-W.Atlantic,1963
100113,Klappenbach,Trop-W.Atlantic,1963
100114,Conrad,N_Temp-E.Pacific,1837
100115,Dunker,Trop-IndianOcean,1853
100116,Lamarck,Trop-IndianOcean,1818
100117,Bernardi,S_Temp-W.Pacific,1861
100117,Bernardi,Trop-W.Pacific.Islands,1861
100117,Bernardi,Trop-W.Pacific,1861
100117,Bernardi,Trop-IndianOcean,1861
100118,Dautzenberg & Bavay,Trop-IndianOcean,1912
100119,Gmelin,N_Temp-W.Pacific,1791
100121,Gmelin,Trop-W.Atlantic,1791
100124,Linnaeus,S_Temp-W.Pacific,1758
100124,Linnaeus,Trop-W.Pacific,1758
100124,Linnaeus,Trop-IndianOcean,1758
100126,Cantraine,N_Temp-E.Atlantic,1835
100126,Cantraine,Trop-E.Atlantic,1835
100127,Soot-Ryen,N_Temp-E.Pacific,1955
100127,Soot-Ryen,Trop-E.Pacific,1955
100129,Dunker,S_Temp-W.Pacific,1856
100129,Dunker,Trop-W.Pacific,1856
100129,Dunker,Trop-IndianOcean,1856
100130,Hedley,S_Temp-W.Pacific,1907
100131,Dall& Bartsch & Rehder,Trop-W.Pacific.Islands,1938
100132,Dall,N_Temp-E.Pacific,1916
100132,Dall,Trop-E.Pacific,1916
100133,Conrad,N_Temp-W.Atlantic,1846
100133,Conrad,Trop-W.Atlantic,1846
100134,Newcomb,Trop-W.Pacific.Islands,1870
100134,Newcomb,N_Temp-W.Pacific,1870
100134,Newcomb,Trop-W.Pacific,1870
100134,Newcomb,Trop-IndianOcean,1870
100135,Verrill & Smith,N_Temp-E.Atlantic,1880
100135,Verrill & Smith,Trop-W.Atlantic,1880
100136,Rehder,S_Temp-W.Atlantic,1935
100136,Rehder,N_Temp-W.Atlantic,1935
100136,Rehder,Trop-W.Atlantic,1935
100137,Habe,N_Temp-W.Pacific,1958
100137,Habe,Trop-W.Pacific,1958
100138,E. A. Smith,N_Temp-W.Pacific,1885
100138,E. A. Smith,Trop-W.Pacific,1885
100138,E. A. Smith,Trop-IndianOcean,1885
100139,Olsson,Trop-E.Pacific,1961
100140,Linnaeus,S_Temp-W.Pacific,1758
100140,Linnaeus,Trop-W.Pacific.Islands,1758
100140,Linnaeus,Trop-W.Pacific,1758
100140,Linnaeus,Trop-IndianOcean,1758
100140,Linnaeus,S_Temp-IndianOcean,1758
100141,Lamarck,Trop-W.Pacific,1819
100141,Lamarck,Trop-IndianOcean,1819
100142,Oliver & von Cosel a,Trop-E.Atlantic,1992
100143,G.B. Sowerby,Trop-E.Pacific,1833
100144,Monterosato,N_Temp-E.Atlantic,1878
100144,Monterosato,Trop-E.Atlantic,1878
100146,Oliver & von Cosel a,Trop-E.Atlantic,1992
100147,Dunker,Trop-W.Pacific,1868
100147,Dunker,Trop-IndianOcean,1868
100149,Hertlein & Strong,Trop-E.Pacific,1943
100150,G.B. Sowerby,Trop-E.Pacific,1833
100151,Oliver & Chesney,Trop-IndianOcean,1994
100152,Mayer,N_Temp-E.Atlantic,1868
100152,Mayer,Trop-E.Atlantic,1868
100153,Gmelin,Trop-E.Atlantic,1791
100154,C. B. Adams,Trop-E.Pacific,1852
100155,Dunker,Trop-E.Atlantic,1891
100156,Deshayes,S_Temp-W.Pacific,1839
100156,Deshayes,Trop-W.Pacific,1839
100156,Deshayes,Trop-IndianOcean,1839
100157,G.B. Sowerby,N_Temp-E.Pacific,1833
100157,G.B. Sowerby,Trop-E.Pacific,1833
100158,Bory de Saint-Vincent,Trop-W.Pacific.Islands,1824
100158,Bory de Saint-Vincent,Trop-W.Pacific,1824
100158,Bory de Saint-Vincent,Trop-IndianOcean,1824
100159,d'Orbigny,Trop-E.Pacific,1846
100161,Jonas,Trop-IndianOcean,1845
100162,Carpenter,N_Temp-E.Pacific,1857
100162,Carpenter,Trop-E.Pacific,1857
100163,Lamarck,N_Temp-W.Atlantic,1819
100163,Lamarck,Trop-W.Atlantic,1819
100164,Philippi,S_Temp-W.Atlantic,1851
100164,Philippi,N_Temp-W.Atlantic,1851
100164,Philippi,Trop-W.Atlantic,1851
100165,Reeve,Trop-W.Pacific,1844
100166,Nyst,Trop-W.Pacific.Islands,1848
100166,Nyst,Trop-W.Pacific,1848
100166,Nyst,Trop-IndianOcean,1848
100167,S.S. Berry,N_Temp-E.Pacific,1963
100167,S.S. Berry,S_Temp-E.Pacific,1963
100167,S.S. Berry,Trop-E.Pacific,1963
100168,Pilsbry & Olsson,Trop-E.Pacific,1941
100170,G.B. Sowerby,N_Temp-E.Pacific,1833
100170,G.B. Sowerby,Trop-E.Pacific,1833
100171,Grant & Gale,N_Temp-E.Pacific,1931
100171,Grant & Gale,Trop-E.Pacific,1931
100171,Grant & Gale,Trop-W.Pacific,1931
100172,Reeve,S_Temp-W.Pacific,1843
100172,Reeve,Trop-W.Pacific,1843
100172,Reeve,Trop-IndianOcean,1843
100173,Lowe,N_Temp-E.Pacific,1935
100173,Lowe,Trop-E.Pacific,1935
100174,Born,Trop-W.Pacific,1778
100174,Born,Trop-IndianOcean,1778
100175,Hertlein,N_Temp-W.Atlantic,1951
100175,Hertlein,Trop-W.Atlantic,1951
100176,Broderip & Sowerby,N_Temp-E.Pacific,1829
100176,Broderip & Sowerby,Trop-E.Pacific,1829
100177,G.B. Sowerby,N_Temp-E.Pacific,1833
100177,G.B. Sowerby,Trop-E.Pacific,1833
100178,Say,N_Temp-W.Atlantic,1822
100178,Say,Trop-W.Atlantic,1822
100179,G.B. Sowerby,S_Temp-IndianOcean,1904
100180,Lamy,Trop-W.Pacific.Islands,1907
100180,Lamy,Trop-W.Pacific,1907
100180,Lamy,Trop-IndianOcean,1907
100180,Lamy,S_Temp-IndianOcean,1907
100181,Deshayes,Trop-W.Pacific,1863
100181,Deshayes,Trop-IndianOcean,1863
100182,Reeve,N_Temp-W.Pacific,1844
100182,Reeve,Trop-W.Pacific,1844
100182,Reeve,Trop-IndianOcean,1844
100183,Roeding,S_Temp-W.Atlantic,1798
100183,Roeding,N_Temp-W.Atlantic,1798
100183,Roeding,Trop-W.Atlantic,1798
100184,Gmelin,N_Temp-W.Pacific,1791
100185,G.B. Sowerby,N_Temp-E.Pacific,1833
100185,G.B. Sowerby,Trop-E.Pacific,1833
100186,G.B. Sowerby,N_Temp-E.Pacific,1833
100186,G.B. Sowerby,Trop-E.Pacific,1833
100187,G.B. Sowerby,N_Temp-E.Pacific,1833
100187,G.B. Sowerby,Trop-E.Pacific,1833
100188,Schenck,N_Temp-W.Pacific,1867
100188,Schenck,Trop-W.Pacific,1867
100188,Schenck,Trop-IndianOcean,1867
100189,Reeve,Trop-E.Pacific,1844
100190,Reeve,Trop-IndianOcean,1844
100191,Jousseaume,Trop-W.Pacific,1893
100191,Jousseaume,Trop-IndianOcean,1893
100192,Jonas,Trop-W.Pacific,1851
100192,Jonas,Trop-IndianOcean,1851
100192,Jonas,S_Temp-IndianOcean,1851
100193,Bernard& Cai & Morton,Trop-W.Pacific,1993
100194,Reeve,Trop-W.Pacific.Islands,1844
100194,Reeve,Trop-W.Pacific,1844
100194,Reeve,Trop-IndianOcean,1844
100195,Campbell,Trop-E.Pacific,1962
100196,Bruguiere,N_Temp-W.Pacific,1789
100196,Bruguiere,Trop-W.Pacific,1789
100196,Bruguiere,Trop-IndianOcean,1789
100197,Gmelin,N_Temp-W.Pacific,1791
100197,Gmelin,Trop-W.Pacific,1791
100197,Gmelin,Trop-IndianOcean,1791
100198,Iredale,Trop-W.Pacific,1939
100199,Lutaenko,N_Temp-W.Pacific,1993
100199,Lutaenko,Trop-W.Pacific,1993
100200,Tokunaga,N_Temp-W.Pacific,1906
100200,Tokunaga,Trop-W.Pacific,1906
100201,G.B. Sowerby,Trop-E.Pacific,1833
100203,Biancon i,Trop-IndianOcean,1856
100204,Krauss,Trop-IndianOcean,1848
100204,Krauss,S_Temp-IndianOcean,1848
100205,Bernard& Cai & Morton,N_Temp-W.Pacific,1993
100205,Bernard& Cai & Morton,Trop-W.Pacific,1993
100206,Dunker,N_Temp-W.Pacific,1882
100206,Dunker,Trop-W.Pacific,1882
100206,Dunker,Trop-IndianOcean,1882
100207,Reeve,N_Temp-W.Atlantic,1844
100207,Reeve,Trop-W.Atlantic,1844
100210,Dunker,N_Temp-W.Pacific,1882
100210,Dunker,Trop-W.Pacific,1882
100210,Dunker,Trop-IndianOcean,1882
100212,Iredale,Trop-W.Pacific,1939
100213,Linnaeus,S_Temp-W.Pacific,1758
100213,Linnaeus,N_Temp-W.Pacific,1758
100213,Linnaeus,Trop-W.Pacific,1758
100213,Linnaeus,Trop-IndianOcean,1758
100214,Martens,N_Temp-W.Pacific,1860
100214,Martens,Trop-W.Pacific,1860
100215,Dunker,Trop-W.Pacific,1866
100216,Reeve,Trop-W.Pacific.Islands,1844
100216,Reeve,Trop-W.Pacific,1844
100216,Reeve,Trop-IndianOcean,1844
100217,Souverbie,Trop-W.Pacific.Islands,1874
100218,Dijkstra,S_Polar-Antarctic,1995
100218,Dijkstra,N_Temp-W.Pacific,1995
100218,Dijkstra,Trop-W.Pacific.Islands,1995
100218,Dijkstra,Trop-W.Pacific,1995
100218,Dijkstra,Trop-IndianOcean,1995
100218,Dijkstra,S_Temp-IndianOcean,1995
100219,G.B. Sowerby II,Trop-W.Pacific.Islands,1842
100219,G.B. Sowerby II,N_Temp-W.Pacific,1842
100219,G.B. Sowerby II,Trop-W.Pacific,1842
100219,G.B. Sowerby II,Trop-IndianOcean,1842
100220,Lamarck,S_Temp-W.Pacific,1819
100220,Lamarck,Trop-W.Pacific.Islands,1819
100220,Lamarck,Trop-W.Pacific,1819
100220,Lamarck,Trop-IndianOcean,1819
100221,Powell,Trop-W.Pacific.Islands,1958
100222,Bernardi,S_Temp-W.Pacific,1860
100222,Bernardi,Trop-W.Pacific.Islands,1860
100222,Bernardi,Trop-W.Pacific,1860
100224,A. Adams & Reeve,N_Temp-W.Pacific,1850
100224,A. Adams & Reeve,Trop-W.Pacific,1850
100224,A. Adams & Reeve,Trop-IndianOcean,1850
100226,Conrad,N_Temp-W.Atlantic,1846
100226,Conrad,Trop-W.Atlantic,1846
100227,Gmelin,S_Temp-W.Atlantic,1791
100227,Gmelin,Trop-W.Atlantic,1791
100230,Kuroda & Habe,Trop-W.Pacific,1951
100231,Linnaeus,N_Temp-W.Pacific,1758
100231,Linnaeus,Trop-W.Pacific.Islands,1758
100231,Linnaeus,Trop-W.Pacific,1758
100231,Linnaeus,Trop-IndianOcean,1758
100232,Schumacher,S_Temp-W.Pacific,1797
100232,Schumacher,N_Temp-W.Pacific,1797
100232,Schumacher,Trop-W.Pacific,1797
100232,Schumacher,Trop-IndianOcean,1797
100233,Iredale,S_Temp-W.Pacific,1929
100234,Iredale,S_Temp-W.Pacific,1929
100234,Iredale,Trop-W.Pacific,1929
100234,Iredale,Trop-IndianOcean,1929
100236,Gmelin,Trop-IndianOcean,1791
100238,Philippi,Trop-W.Pacific,1847
100240,Krauss,Trop-IndianOcean,1848
100240,Krauss,S_Temp-IndianOcean,1848
100241,Lamarck,N_Temp-W.Pacific,1819
100241,Lamarck,Trop-W.Pacific.Islands,1819
100241,Lamarck,Trop-W.Pacific,1819
100241,Lamarck,Trop-IndianOcean,1819
100241,Lamarck,Trop-E.Atlantic,1819
100241,Lamarck,S_Temp-IndianOcean,1819
100242,Jousseaume,N_Temp-W.Pacific,1894
100242,Jousseaume,Trop-W.Pacific,1894
100242,Jousseaume,Trop-IndianOcean,1894
100243,Fischer,Trop-E.Atlantic,1874
100244,Hertlein & Strong,S_Temp-E.Pacific,1943
100245,Bruguiere,S_Temp-W.Atlantic,1789
100245,Bruguiere,N_Temp-W.Atlantic,1789
100245,Bruguiere,Trop-W.Atlantic,1789
100246,Dall& Bartsch & Rehder,Trop-W.Pacific.Islands,1938
100246,Dall& Bartsch & Rehder,Trop-W.Pacific,1938
100248,G.B. Sowerby,N_Temp-E.Pacific,1833
100248,G.B. Sowerby,Trop-E.Pacific,1833
100249,Bruguiere,S_Temp-W.Pacific,1789
100249,Bruguiere,N_Temp-W.Pacific,1789
100249,Bruguiere,Trop-W.Pacific.Islands,1789
100249,Bruguiere,Trop-W.Pacific,1789
100249,Bruguiere,Trop-IndianOcean,1789
100249,Bruguiere,S_Temp-IndianOcean,1789
100250,Linnaeus,N_Temp-E.Atlantic,1758
100250,Linnaeus,Trop-E.Atlantic,1758
100251,G.B. Sowerby,N_Temp-E.Pacific,1833
100251,G.B. Sowerby,Trop-E.Pacific,1833
100252,Oliver & Chesney,Trop-IndianOcean,1994
100253,Poli,N_Temp-E.Atlantic,1795
100253,Poli,Trop-E.Atlantic,1795
100254,G.B. Sowerby,Trop-E.Pacific,1833
100255,Lamarck,Trop-W.Pacific.Islands,1819
100255,Lamarck,S_Temp-W.Pacific,1819
100255,Lamarck,N_Temp-W.Pacific,1819
100255,Lamarck,Trop-W.Pacific,1819
100255,Lamarck,Trop-IndianOcean,1819
100255,Lamarck,S_Temp-IndianOcean,1819
100256,Swainson,N_Temp-W.Atlantic,1833
100256,Swainson,Trop-W.Pacific.Islands,1833
100256,Swainson,Trop-W.Atlantic,1833
100261,Nyst,Trop-W.Pacific,1848
100262,Gmelin,Trop-W.Pacific.Islands,1791
100263,Dall,S_Temp-W.Atlantic,1886
100263,Dall,N_Temp-W.Atlantic,1886
100263,Dall,Trop-W.Pacific,1886
100263,Dall,Trop-W.Atlantic,1886
100263,Dall,Trop-E.Atlantic,1886
100264,Gmelin,N_Temp-E.Atlantic,1791
100264,Gmelin,Trop-E.Atlantic,1791
100266,Reeve,Trop-W.Pacific,1844
100267,G.B. Sowerby,N_Temp-E.Pacific,1833
100267,G.B. Sowerby,S_Temp-E.Pacific,1833
100267,G.B. Sowerby,Trop-E.Pacific,1833
100269,Linnaeus,N_Temp-E.Atlantic,1767
100269,Linnaeus,N_Temp-W.Atlantic,1767
100269,Linnaeus,N_Polar-Arctic,1767
100270,G.B. Sowerby,N_Temp-E.Pacific,1842
100270,G.B. Sowerby,N_Temp-E.Atlantic,1842
100270,G.B. Sowerby,N_Temp-W.Atlantic,1842
100270,G.B. Sowerby,N_Polar-Arctic,1842
100271,Deshayes,S_Temp-W.Pacific,1854
100272,Hanley,Trop-W.Pacific,1843
100272,Hanley,Trop-IndianOcean,1843
100273,Krauss,Trop-IndianOcean,1848
100273,Krauss,S_Temp-IndianOcean,1848
100274,Gray,S_Temp-W.Atlantic,1828
100274,Gray,Trop-W.Pacific,1828
100274,Gray,Trop-E.Atlantic,1828
100276,Linnaeus,S_Temp-W.Atlantic,1758
100276,Linnaeus,N_Temp-W.Atlantic,1758
100276,Linnaeus,Trop-W.Atlantic,1758
100278,Lamarck,N_Temp-W.Atlantic,1819
100279,E. A. Smith,Trop-W.Atlantic,1885
100280,Born,N_Temp-W.Atlantic,1778
100280,Born,Trop-W.Atlantic,1778
100281,Lamarck,S_Temp-E.Pacific,1819
100282,G.B. Sowerby,N_Temp-E.Pacific,1842
100282,G.B. Sowerby,Trop-E.Pacific,1842
100283,A. Adams,N_Temp-W.Pacific,1862
100284,A. Adams,N_Temp-W.Pacific,1862
100285,A. Adams,N_Temp-W.Pacific,1862
100286,Mueller,N_Temp-W.Atlantic,1776
100286,Mueller,N_Polar-Arctic,1776
100288,Dall,N_Temp-W.Pacific,1897
100289,Bartsch,N_Temp-W.Pacific,1960
100290,Gould,N_Temp-W.Atlantic,1841
100292,Linnaeus,Trop-W.Atlantic,1758
100293,Forsskal,Trop-W.Pacific.Islands,1775
100293,Forsskal,S_Temp-W.Pacific,1775
100293,Forsskal,N_Temp-W.Pacific,1775
100293,Forsskal,Trop-W.Pacific,1775
100293,Forsskal,Trop-IndianOcean,1775
100294,Deshayes,Trop-W.Pacific.Islands,1863
100294,Deshayes,S_Temp-W.Pacific,1863
100294,Deshayes,N_Temp-W.Pacific,1863
100294,Deshayes,Trop-W.Pacific,1863
100294,Deshayes,Trop-IndianOcean,1863
100294,Deshayes,S_Temp-IndianOcean,1863
100294,Deshayes,S_Temp-W.Pacific.Islands,1863
100295,Nickles,Trop-E.Atlantic,1953
100296,Pennant,N_Temp-E.Atlantic,1777
100297,G.B. Sowerby,N_Temp-E.Pacific,1835
100297,G.B. Sowerby,S_Temp-E.Pacific,1835
100297,G.B. Sowerby,Trop-E.Pacific,1835
100298,Dall,N_Temp-E.Pacific,1891
100298,Dall,Trop-E.Pacific,1891
100300,Lightfoot,N_Temp-W.Atlantic,1786
100300,Lightfoot,Trop-W.Atlantic,1786
100301,G.B. Sowerby,S_Temp-E.Atlantic,1835
100301,G.B. Sowerby,S_Temp-IndianOcean,1835
100302,Hertlein& Hanna & Strong,N_Temp-E.Pacific,1943
100302,Hertlein& Hanna & Strong,Trop-E.Pacific,1943
100303,G.B. Sowerby,Trop-E.Pacific,1835
100304,Born,Trop-W.Pacific.Islands,1778
100304,Born,S_Temp-W.Pacific,1778
100304,Born,N_Temp-W.Pacific,1778
100304,Born,Trop-W.Pacific,1778
100304,Born,Trop-IndianOcean,1778
100304,Born,S_Temp-IndianOcean,1778
100305,Habe,N_Temp-W.Pacific,1953
100305,Habe,Trop-W.Pacific,1953
100306,Habe,N_Temp-W.Pacific,1961
100306,Habe,Trop-W.Pacific,1961
100308,Linnaeus,N_Temp-W.Pacific,1758
100308,Linnaeus,Trop-W.Pacific,1758
100308,Linnaeus,Trop-IndianOcean,1758
100309,Reeve,N_Temp-W.Pacific,1858
100309,Reeve,Trop-W.Pacific,1858
100310,Lamarck,S_Temp-W.Atlantic,1819
100310,Lamarck,N_Temp-W.Atlantic,1819
100310,Lamarck,Trop-W.Atlantic,1819
100310,Lamarck,Trop-E.Atlantic,1819
100311,G.B. Sowerby,N_Temp-W.Atlantic,1825
100311,G.B. Sowerby,Trop-W.Atlantic,1825
100312,Tenison-Woods,S_Temp-W.Pacific,1876
100313,Habe,N_Temp-W.Pacific,1953
100314,Molina,S_Temp-W.Atlantic,1782
100314,Molina,S_Temp-E.Pacific,1782
100315,Wood,S_Temp-W.Pacific.Islands,1828
100316,Gould,S_Temp-W.Pacific,1861
100316,Gould,N_Temp-W.Pacific,1861
100316,Gould,Trop-W.Pacific.Islands,1861
100316,Gould,Trop-W.Pacific,1861
100316,Gould,Trop-IndianOcean,1861
100316,Gould,S_Temp-IndianOcean,1861
100317,da Costa,N_Temp-E.Atlantic,1778
100317,da Costa,Trop-IndianOcean,1778
100317,da Costa,Trop-E.Atlantic,1778
100320,Dunker,Trop-W.Pacific,1852
100322,Jones & Preston,N_Temp-W.Pacific,1904
100322,Jones & Preston,Trop-W.Pacific,1904
100323,Gmelin,N_Temp-W.Pacific,1791
100323,Gmelin,Trop-W.Pacific.Islands,1791
100323,Gmelin,Trop-W.Pacific,1791
