valid_species_id,species_authority,group,year
101714,d'Orbigny,Trop-W.Pacific,1853
101715,Tate,S_Temp-W.Pacific,1892
101716,Dall& Bartsch & Rehder,Trop-W.Pacific.Islands,1938
101717,Linnaeus,N_Temp-E.Atlantic,1758
101717,Linnaeus,Trop-E.Atlantic,1758
101718,d'Orbigny,N_Temp-W.Atlantic,1845
101718,d'Orbigny,Trop-W.Atlantic,1845
101719,Jousseaume,Trop-IndianOcean,1919
101722,Reeve,N_Temp-W.Pacific,1857
101722,Reeve,Trop-W.Pacific.Islands,1857
101722,Reeve,Trop-W.Pacific,1857
101722,Reeve,Trop-IndianOcean,1857
101723,Philippi,Trop-W.Pacific.Islands,1846
101723,Philippi,N_Temp-W.Pacific,1846
101723,Philippi,Trop-W.Pacific,1846
101723,Philippi,Trop-IndianOcean,1846
101723,Philippi,S_Temp-IndianOcean,1846
101724,Dunker,N_Temp-W.Pacific,1882
101724,Dunker,Trop-W.Pacific.Islands,1882
101724,Dunker,Trop-W.Pacific,1882
101724,Dunker,Trop-IndianOcean,1882
101726,Philippi,Trop-W.Pacific.Islands,1846
101726,Philippi,S_Temp-W.Pacific,1846
101726,Philippi,Trop-W.Pacific,1846
101726,Philippi,Trop-IndianOcean,1846
101727,Dillwyn,S_Temp-W.Atlantic,1817
101727,Dillwyn,N_Temp-E.Pacific,1817
101727,Dillwyn,N_Temp-E.Atlantic,1817
101727,Dillwyn,N_Temp-W.Atlantic,1817
101727,Dillwyn,S_Temp-E.Pacific,1817
101727,Dillwyn,Trop-W.Pacific,1817
101727,Dillwyn,Trop-W.Atlantic,1817
101727,Dillwyn,Trop-IndianOcean,1817
101727,Dillwyn,Trop-E.Pacific,1817
101727,Dillwyn,Trop-E.Atlantic,1817
101728,Olsson,Trop-E.Pacific,1961
101729,Carpenter,Trop-E.Pacific,1857
101730,Pilsbry,Trop-W.Pacific.Islands,1905
101730,Pilsbry,N_Temp-W.Pacific,1905
101730,Pilsbry,Trop-W.Pacific,1905
101731,Gray,Trop-W.Pacific,1843
101731,Gray,S_Temp-W.Pacific.Islands,1843
101732,G.B. Sowerby,Trop-E.Pacific,1833
101733,Bruguiere,S_Temp-W.Atlantic,1789
101733,Bruguiere,N_Temp-W.Atlantic,1789
101733,Bruguiere,Trop-W.Atlantic,1789
101734,Born,Trop-E.Atlantic,1778
101735,Oliver & Chesney,Trop-IndianOcean,1997
101736,A. Adams & Reeve,Trop-W.Pacific.Islands,1850
101736,A. Adams & Reeve,Trop-W.Pacific,1850
101736,A. Adams & Reeve,Trop-IndianOcean,1850
101737,G.B. Sowerby,N_Temp-W.Pacific,1841
101737,G.B. Sowerby,Trop-W.Pacific.Islands,1841
101737,G.B. Sowerby,Trop-W.Pacific,1841
101737,G.B. Sowerby,Trop-IndianOcean,1841
101738,G.B. Sowerby,Trop-E.Pacific,1835
101739,Hanley,Trop-W.Pacific.Islands,1844
101739,Hanley,Trop-W.Pacific,1844
101739,Hanley,Trop-IndianOcean,1844
101740,Bruguiere,S_Temp-W.Atlantic,1792
101740,Bruguiere,N_Temp-W.Atlantic,1792
101740,Bruguiere,Trop-W.Atlantic,1792
101741,Hanley,Trop-E.Pacific,1844
101742,Deshayes,N_Temp-E.Pacific,1855
101742,Deshayes,N_Polar-Arctic,1855
101743,Hanley,N_Temp-W.Pacific,1844
101743,Hanley,Trop-W.Pacific,1844
101744,G.B. Sowerby III,Trop-W.Pacific.Islands,1915
101744,G.B. Sowerby III,Trop-W.Pacific,1915
101745,Linnaeus,N_Temp-E.Pacific,1758
101745,Linnaeus,N_Temp-W.Pacific,1758
101745,Linnaeus,N_Temp-E.Atlantic,1758
101745,Linnaeus,N_Temp-W.Atlantic,1758
101745,Linnaeus,N_Polar-Arctic,1758
101746,Dall,N_Temp-E.Pacific,1916
101746,Dall,N_Polar-Arctic,1916
101746,Dall,N_Temp-W.Pacific,1916
101747,Nickles,Trop-E.Atlantic,1955
101748,Gmelin,N_Temp-E.Pacific,1791
101748,Gmelin,N_Temp-E.Atlantic,1791
101748,Gmelin,N_Temp-W.Atlantic,1791
101748,Gmelin,N_Polar-Arctic,1791
101748,Gmelin,N_Temp-W.Pacific,1791
101750,Deshayes,N_Temp-W.Pacific,1855
101751,Deshayes,N_Temp-W.Atlantic,1855
101751,Deshayes,N_Polar-Arctic,1855
101751,Deshayes,N_Temp-W.Pacific,1855
101752,Costa,N_Temp-E.Atlantic,1829
101752,Costa,Trop-E.Atlantic,1829
101753,Dunnill & Coan,N_Temp-E.Pacific,1968
101754,Hanley,Trop-W.Pacific.Islands,1844
101754,Hanley,Trop-W.Pacific,1844
101755,Scarlato & Kafanov,N_Temp-E.Pacific,1988
101755,Scarlato & Kafanov,N_Polar-Arctic,1988
101755,Scarlato & Kafanov,N_Temp-W.Pacific,1988
101757,von Martens,N_Temp-W.Pacific,1865
101757,von Martens,Trop-W.Pacific,1865
101758,G.B. Sowerby,Trop-W.Pacific,1914
101759,G.B. Sowerby,Trop-W.Pacific,1867
101760,Dance & Eames,Trop-IndianOcean,1966
101761,Bartsch,N_Temp-E.Pacific,1929
101761,Bartsch,N_Polar-Arctic,1929
101761,Bartsch,N_Temp-W.Pacific,1929
101762,G.B. Sowerby III,Trop-IndianOcean,1904
101762,G.B. Sowerby III,S_Temp-IndianOcean,1904
101763,Dall,N_Temp-E.Pacific,1916
101763,Dall,N_Temp-W.Pacific,1916
101764,Krauss,Trop-IndianOcean,1848
101764,Krauss,S_Temp-IndianOcean,1848
101765,Jensen,N_Temp-W.Atlantic,1905
101765,Jensen,N_Polar-Arctic,1905
101765,Jensen,N_Temp-W.Pacific,1905
101766,Dall,N_Polar-Arctic,1884
101766,Dall,N_Temp-W.Pacific,1884
101767,Deshayes,N_Temp-E.Pacific,1855
101767,Deshayes,N_Temp-W.Pacific,1855
101767,Deshayes,N_Temp-E.Atlantic,1855
101767,Deshayes,N_Temp-W.Atlantic,1855
101767,Deshayes,N_Polar-Arctic,1855
101769,Conrad,N_Temp-E.Pacific,1837
101769,Conrad,Trop-E.Pacific,1837
101771,G.B. Sowerby II,Trop-W.Pacific,1868
101772,Kafanov & Lutaenko,N_Temp-W.Pacific,1997
101774,Martens,N_Temp-W.Pacific,1865
101774,Martens,Trop-W.Pacific.Islands,1865
101774,Martens,Trop-W.Pacific,1865
101774,Martens,Trop-IndianOcean,1865
101777,Say,S_Temp-W.Atlantic,1834
101777,Say,N_Temp-W.Atlantic,1834
101777,Say,Trop-W.Atlantic,1834
101778,Makiyama,N_Temp-W.Pacific,1927
101780,Dall,N_Temp-E.Pacific,1921
101781,Say,S_Temp-W.Atlantic,1838
101781,Say,N_Temp-W.Atlantic,1838
101781,Say,Trop-W.Atlantic,1838
101782,Lamarck,N_Temp-W.Pacific,1818
101782,Lamarck,Trop-W.Pacific,1818
101782,Lamarck,Trop-IndianOcean,1818
101783,Whiteaves,N_Temp-E.Pacific,1880
101783,Whiteaves,Trop-E.Pacific,1880
101786,G.B. Sowerby III,S_Temp-E.Atlantic,1892
101786,G.B. Sowerby III,S_Temp-IndianOcean,1892
101787,Keen,Trop-E.Pacific,1958
101788,Dall,N_Temp-W.Atlantic,1900
101788,Dall,Trop-W.Atlantic,1900
101789,Bertin,Trop-W.Pacific,1878
101790,Dell,S_Polar-Antarctic,1964
101791,Hanley,Trop-E.Pacific,1844
101792,von Cosel,Trop-E.Atlantic,1995
101793,Hanley,S_Temp-W.Atlantic,1844
101793,Hanley,S_Temp-E.Pacific,1844
101794,Pilsbry & Lowe,Trop-E.Pacific,1932
101795,Hanley,Trop-W.Pacific,1844
101796,G.B. Sowerby II,N_Temp-E.Atlantic,1866
101796,G.B. Sowerby II,Trop-E.Atlantic,1866
101797,Dall,N_Temp-W.Atlantic,1895
101797,Dall,Trop-W.Atlantic,1895
101798,Hanley,Trop-W.Pacific,1844
101799,Boyer,N_Temp-W.Atlantic,1969
101799,Boyer,Trop-W.Atlantic,1969
101801,C. B. Adams,Trop-E.Pacific,1852
101802,Dall,S_Temp-W.Atlantic,1900
101802,Dall,N_Temp-W.Atlantic,1900
101802,Dall,Trop-W.Atlantic,1900
101804,Carpenter,N_Temp-E.Pacific,1864
101805,Hanley,Trop-W.Pacific,1844
101805,Hanley,Trop-IndianOcean,1844
101806,Baxter,N_Temp-E.Pacific,1977
101806,Baxter,N_Polar-Arctic,1977
101807,Carpenter,N_Temp-E.Pacific,1864
101807,Carpenter,N_Polar-Arctic,1864
101808,Carpenter,N_Temp-E.Pacific,1864
101808,Carpenter,Trop-E.Pacific,1864
101809,Conrad,N_Temp-E.Pacific,1837
101809,Conrad,Trop-E.Pacific,1837
101810,Oyama,N_Temp-W.Pacific,1950
101810,Oyama,Trop-W.Pacific,1950
101811,Suter,S_Temp-W.Pacific.Islands,1907
101812,G.B. Sowerby II,Trop-E.Atlantic,1873
101813,Bertin,Trop-E.Atlantic,1878
101814,Deshayes,Trop-E.Atlantic,1855
101815,Iredale,S_Temp-W.Pacific,1929
101815,Iredale,Trop-W.Pacific,1929
101815,Iredale,Trop-IndianOcean,1929
101816,Conrad,Trop-W.Pacific.Islands,1837
101816,Conrad,S_Temp-W.Pacific,1837
101816,Conrad,Trop-W.Pacific,1837
101816,Conrad,Trop-IndianOcean,1837
101818,G.B. Sowerby II,Trop-IndianOcean,1867
101819,Lamarck,N_Temp-W.Pacific,1818
101820,Lightfoot,N_Temp-W.Atlantic,1786
101820,Lightfoot,Trop-W.Atlantic,1786
101821,Linnaeus,S_Temp-W.Atlantic,1758
101821,Linnaeus,N_Temp-W.Atlantic,1758
101821,Linnaeus,Trop-W.Atlantic,1758
101822,Lamarck,S_Temp-W.Pacific,1819
101822,Lamarck,N_Temp-W.Pacific,1819
101822,Lamarck,Trop-W.Pacific,1819
101822,Lamarck,Trop-IndianOcean,1819
101824,Jousseaume,N_Temp-W.Pacific,1894
101824,Jousseaume,Trop-W.Pacific,1894
101825,Linnaeus,S_Temp-W.Pacific,1758
101825,Linnaeus,N_Temp-W.Pacific,1758
101825,Linnaeus,Trop-W.Pacific.Islands,1758
101825,Linnaeus,Trop-W.Pacific,1758
101825,Linnaeus,Trop-IndianOcean,1758
101826,Cotton,S_Temp-W.Pacific,1930
101828,d'Orbigny,N_Temp-W.Atlantic,1842
101828,d'Orbigny,Trop-W.Atlantic,1842
101828,d'Orbigny,Trop-E.Atlantic,1842
101830,Lamarck,Trop-W.Pacific,1819
101830,Lamarck,Trop-IndianOcean,1819
101831,Forsskal,Trop-W.Pacific.Islands,1775
101831,Forsskal,Trop-E.Pacific,1775
101831,Forsskal,S_Temp-W.Pacific,1775
101831,Forsskal,Trop-W.Pacific,1775
101831,Forsskal,Trop-IndianOcean,1775
101831,Forsskal,S_Temp-IndianOcean,1775
101832,Linnaeus,N_Temp-E.Atlantic,1758
101832,Linnaeus,Trop-E.Atlantic,1758
101833,Gmelin,N_Temp-W.Pacific,1791
101833,Gmelin,Trop-W.Pacific.Islands,1791
101833,Gmelin,Trop-W.Pacific,1791
101833,Gmelin,Trop-IndianOcean,1791
101834,Lamarck,Trop-W.Pacific,1818
101834,Lamarck,Trop-IndianOcean,1818
101835,Gmelin,Trop-W.Pacific,1791
101835,Gmelin,Trop-IndianOcean,1791
101837,Holton,N_Temp-W.Pacific,1802
101837,Holton,Trop-W.Pacific,1802
101837,Holton,Trop-IndianOcean,1802
101838,Holten,Trop-IndianOcean,1802
101838,Holten,S_Temp-IndianOcean,1802
101839,Deshayes,N_Temp-W.Pacific,1852
101840,A. Adams & Reeve,N_Temp-W.Pacific,1850
101840,A. Adams & Reeve,Trop-W.Pacific,1850
101841,G.B. Sowerby,S_Temp-W.Pacific,1825
101841,G.B. Sowerby,Trop-W.Pacific.Islands,1825
101841,G.B. Sowerby,Trop-W.Pacific,1825
101841,G.B. Sowerby,Trop-IndianOcean,1825
101842,Habe & Ito,N_Temp-W.Pacific,1965
101843,Reeve,Trop-W.Pacific,1843
101843,Reeve,Trop-IndianOcean,1843
101844,Dall,N_Temp-E.Pacific,1897
101844,Dall,N_Temp-W.Pacific,1897
101846,G.B. Sowerby,N_Temp-E.Pacific,1831
101846,G.B. Sowerby,S_Temp-E.Pacific,1831
101846,G.B. Sowerby,Trop-E.Pacific,1831
101847,G.B. Sowerby,N_Temp-E.Pacific,1835
101847,G.B. Sowerby,Trop-W.Atlantic,1835
101847,G.B. Sowerby,Trop-E.Pacific,1835
101848,Angas,Trop-W.Pacific.Islands,1872
101848,Angas,Trop-W.Pacific,1872
101848,Angas,Trop-IndianOcean,1872
101849,G. & H. Nevill,Trop-W.Pacific,1874
101849,G. & H. Nevill,Trop-IndianOcean,1874
101850,Lamarck,Trop-W.Pacific,1819
101850,Lamarck,Trop-IndianOcean,1819
101851,Gmelin,N_Temp-W.Atlantic,1791
101851,Gmelin,Trop-W.Atlantic,1791
101852,Hinds,Trop-E.Pacific,1845
101853,Linnaeus,N_Temp-W.Atlantic,1758
101853,Linnaeus,Trop-W.Atlantic,1758
101855,Deshayes,N_Temp-W.Pacific,1853
101855,Deshayes,Trop-W.Pacific,1853
101856,Roeding,N_Temp-W.Pacific,1798
101856,Roeding,Trop-W.Pacific,1798
101856,Roeding,Trop-IndianOcean,1798
101857,G.B. Sowerby II,N_Temp-W.Pacific,1851
101857,G.B. Sowerby II,Trop-W.Pacific,1851
101858,Linnaeus,N_Temp-W.Pacific,1758
101858,Linnaeus,Trop-W.Pacific,1758
101858,Linnaeus,Trop-IndianOcean,1758
101859,Lamarck,N_Temp-W.Pacific,1818
101859,Lamarck,Trop-W.Pacific,1818
101860,Dall,S_Temp-W.Atlantic,1881
101860,Dall,N_Temp-W.Atlantic,1881
101860,Dall,Trop-W.Atlantic,1881
101861,Quoy & Gaimard,S_Temp-W.Pacific.Islands,1835
101862,Hedley,S_Temp-W.Pacific,1901
101862,Hedley,Trop-W.Pacific,1901
101864,Oliver & Zuschin,Trop-IndianOcean,2001
101865,Gould,N_Temp-W.Pacific,1861
101865,Gould,Trop-IndianOcean,1861
101866,Deshayes,N_Temp-W.Pacific,1855
101866,Deshayes,Trop-W.Pacific.Islands,1855
101866,Deshayes,Trop-W.Pacific,1855
101866,Deshayes,Trop-IndianOcean,1855
101867,Hedley,Trop-W.Pacific.Islands,1909
101867,Hedley,S_Temp-W.Pacific,1909
101867,Hedley,Trop-W.Pacific,1909
101867,Hedley,Trop-IndianOcean,1909
101869,Laseron,Trop-W.Pacific.Islands,1953
101869,Laseron,S_Temp-W.Pacific,1953
101869,Laseron,Trop-W.Pacific,1953
101870,Dall,N_Temp-E.Pacific,1916
101870,Dall,Trop-E.Pacific,1916
101871,Dall,N_Temp-E.Pacific,1871
101872,G.B. Sowerby,N_Temp-W.Pacific,1842
101872,G.B. Sowerby,Trop-W.Pacific,1842
101872,G.B. Sowerby,Trop-IndianOcean,1842
101873,Lamarck,S_Temp-W.Pacific,1819
101873,Lamarck,Trop-W.Pacific,1819
101873,Lamarck,Trop-IndianOcean,1819
101876,Reeve,S_Temp-W.Pacific,1853
101876,Reeve,N_Temp-W.Pacific,1853
101876,Reeve,Trop-W.Pacific.Islands,1853
101876,Reeve,Trop-W.Pacific,1853
101876,Reeve,Trop-IndianOcean,1853
101877,G.B. Sowerby,N_Temp-W.Pacific,1842
101877,G.B. Sowerby,Trop-W.Pacific,1842
101877,G.B. Sowerby,Trop-IndianOcean,1842
101878,A. Adams & Reeve,N_Temp-W.Pacific,1850
101878,A. Adams & Reeve,Trop-W.Pacific,1850
101881,Reeve,Trop-W.Pacific,1853
101881,Reeve,Trop-IndianOcean,1853
101882,Reeve,S_Temp-W.Pacific,1853
101882,Reeve,N_Temp-W.Pacific,1853
101882,Reeve,Trop-W.Pacific.Islands,1853
101882,Reeve,Trop-W.Pacific,1853
101882,Reeve,Trop-IndianOcean,1853
101883,Beu & Darragh,Trop-IndianOcean,2001
101884,Reeve,N_Temp-W.Pacific,1865
101884,Reeve,Trop-W.Pacific.Islands,1865
101884,Reeve,Trop-W.Pacific,1865
101884,Reeve,Trop-IndianOcean,1865
101885,La Perna,N_Temp-E.Atlantic,1998
101886,Linnaeus,S_Temp-W.Pacific,1758
101886,Linnaeus,Trop-W.Pacific.Islands,1758
101886,Linnaeus,Trop-W.Pacific,1758
101886,Linnaeus,Trop-IndianOcean,1758
101886,Linnaeus,S_Temp-IndianOcean,1758
101887,G.B. Sowerby III,Trop-W.Pacific,1915
101887,G.B. Sowerby III,Trop-IndianOcean,1915
101888,Linnaeus,N_Temp-E.Atlantic,1758
101888,Linnaeus,Trop-E.Atlantic,1758
101889,Habe,N_Temp-W.Pacific,1958
101889,Habe,Trop-W.Pacific,1958
101890,Iredale ,Trop-W.Pacific,1939
101891,Born,S_Temp-W.Pacific,1778
101891,Born,Trop-W.Pacific,1778
101891,Born,Trop-IndianOcean,1778
101892,Carpenter,N_Temp-E.Pacific,1864
101892,Carpenter,N_Temp-W.Pacific,1864
101893,Reeve,Trop-W.Pacific.Islands,1853
101893,Reeve,N_Temp-W.Pacific,1853
101893,Reeve,Trop-W.Pacific,1853
101893,Reeve,Trop-IndianOcean,1853
101894,Dijkstra,Trop-W.Pacific,1988
101895,Lamarck,Trop-W.Pacific.Islands,1819
101895,Lamarck,Trop-W.Pacific,1819
101895,Lamarck,Trop-IndianOcean,1819
101897,Rehder,Trop-W.Pacific.Islands,1944
101898,Dijkstra & Kilburn,Trop-IndianOcean,2001
101898,Dijkstra & Kilburn,S_Temp-IndianOcean,2001
101899,Dijkstra & Knudsen,Trop-IndianOcean,1998
101900,Jay,N_Temp-W.Pacific,1839
101901,Philippi,N_Temp-E.Atlantic,1844
101902,Dunker,N_Temp-W.Pacific,1856
101902,Dunker,Trop-W.Pacific.Islands,1856
101902,Dunker,Trop-W.Pacific,1856
101902,Dunker,Trop-IndianOcean,1856
101903,Reeve,Trop-W.Pacific,1858
101903,Reeve,Trop-IndianOcean,1858
101904,Habe,N_Temp-W.Pacific,1981
101905,Lamarck,N_Temp-E.Atlantic,1819
101906,Hidalgo,N_Temp-E.Atlantic,1878
101906,Hidalgo,Trop-E.Atlantic,1878
101907,Dunker,N_Temp-W.Pacific,1856
101907,Dunker,Trop-W.Pacific,1856
101907,Dunker,Trop-IndianOcean,1856
101908,Dunker,N_Temp-W.Pacific,1882
101908,Dunker,Trop-W.Pacific,1882
101910,Lamarck,S_Temp-W.Pacific,1819
101911,Leach,S_Temp-W.Atlantic,1815
101911,Leach,N_Temp-E.Pacific,1815
101911,Leach,N_Temp-E.Atlantic,1815
101911,Leach,N_Temp-W.Atlantic,1815
101911,Leach,Trop-W.Atlantic,1815
101911,Leach,Trop-E.Pacific,1815
101912,Gould,Trop-W.Pacific.Islands,1850
101912,Gould,S_Temp-W.Pacific,1850
101912,Gould,Trop-W.Pacific,1850
101912,Gould,S_Temp-W.Pacific.Islands,1850
101913,Krauss,Trop-W.Pacific.Islands,1848
101913,Krauss,S_Temp-W.Pacific,1848
101913,Krauss,N_Temp-W.Pacific,1848
101913,Krauss,Trop-W.Pacific,1848
101913,Krauss,Trop-IndianOcean,1848
101913,Krauss,S_Temp-IndianOcean,1848
101913,Krauss,S_Temp-W.Pacific.Islands,1848
101914,Osorio,S_Temp-E.Pacific,1979
101915,Dall& Bartsch & Rehder,Trop-W.Pacific.Islands,1938
101916,Linnaeus,N_Temp-E.Atlantic,1758
101916,Linnaeus,Trop-E.Atlantic,1758
101917,Conrad,N_Temp-E.Pacific,1837
101917,Conrad,S_Temp-E.Pacific,1837
101917,Conrad,Trop-E.Pacific,1837
101918,Soot-Ryen,N_Temp-E.Pacific,1963
101919,Klappenbach,S_Temp-W.Atlantic,1966
101920,Philippi,Trop-W.Pacific,1847
101922,G.B. Sowerby,Trop-W.Pacific.Islands,1915
101922,G.B. Sowerby,N_Temp-W.Pacific,1915
101922,G.B. Sowerby,Trop-W.Pacific,1915
101924,Strong & Hertlein,Trop-E.Pacific,1937
101925,Nomura & Hatai,N_Temp-W.Pacific,1940
101926,Pilsbry,Trop-W.Pacific.Islands,1921
101927,Hanley,Trop-W.Pacific.Islands,1844
101927,Hanley,N_Temp-W.Pacific,1844
101927,Hanley,Trop-W.Pacific,1844
101927,Hanley,Trop-IndianOcean,1844
101929,Linnaeus,N_Temp-E.Pacific,1758
101929,Linnaeus,N_Temp-W.Pacific,1758
101929,Linnaeus,N_Temp-E.Atlantic,1758
101929,Linnaeus,N_Temp-W.Atlantic,1758
101929,Linnaeus,N_Polar-Arctic,1758
101929,Linnaeus,Trop-W.Atlantic,1758
101930,Ockelmann,Trop-E.Atlantic,1983
101931,Nickles,Trop-E.Atlantic,1955
101932,Oyama,N_Temp-W.Pacific,1950
101932,Oyama,Trop-W.Pacific,1950
101935,Laseron,S_Temp-W.Pacific,1956
101936,Hanley,Trop-W.Pacific.Islands,1844
101936,Hanley,S_Temp-W.Pacific,1844
101936,Hanley,Trop-W.Pacific,1844
101936,Hanley,Trop-IndianOcean,1844
101937,Gmelin,Trop-W.Pacific,1791
101937,Gmelin,Trop-IndianOcean,1791
101938,Iredale,Trop-W.Pacific,1939
101938,Iredale,Trop-IndianOcean,1939
101939,Ockelmann,Trop-E.Atlantic,1983
101941,Iredale,Trop-W.Pacific,1939
101941,Iredale,Trop-IndianOcean,1939
101942,Hanley,Trop-W.Pacific,1844
101943,Reeve,Trop-W.Pacific,1857
101943,Reeve,Trop-IndianOcean,1857
101943,Reeve,S_Temp-IndianOcean,1857
101944,Berry,N_Temp-E.Pacific,1953
101947,Jousseaume,N_Temp-E.Atlantic,1886
101947,Jousseaume,Trop-E.Atlantic,1886
101948,Ockelmann,Trop-E.Atlantic,1983
101949,Reeve,Trop-W.Pacific,1857
101949,Reeve,Trop-IndianOcean,1857
101950,Cosel,Trop-E.Atlantic,1995
101951,Pritchard & Gaitliff,S_Temp-W.Pacific,1903
101952,Dunker,Trop-W.Pacific,1857
101952,Dunker,Trop-IndianOcean,1857
101953,Swainson,S_Temp-W.Pacific,1821
101953,Swainson,N_Temp-W.Pacific,1821
101953,Swainson,Trop-W.Pacific,1821
101953,Swainson,Trop-IndianOcean,1821
101954,Soot-Ryen,N_Temp-E.Pacific,1955
101954,Soot-Ryen,Trop-E.Pacific,1955
101955,Conrad,N_Temp-E.Pacific,1837
101955,Conrad,Trop-E.Pacific,1837
101956,Lamarck,S_Temp-W.Pacific,1819
101956,Lamarck,Trop-W.Pacific.Islands,1819
101956,Lamarck,Trop-W.Pacific,1819
101956,Lamarck,Trop-IndianOcean,1819
101957,Dall& Bartsch & Rehder,Trop-W.Pacific.Islands,1938
101958,Habe,Trop-W.Pacific,1976
101959,Souverbie,Trop-W.Pacific.Islands,1863
101959,Souverbie,Trop-W.Pacific,1863
101961,H. Adams,N_Temp-W.Pacific,1873
101962,H. Adams,Trop-IndianOcean,1873
101963,H. Adams,N_Temp-W.Pacific,1866
101965,Dunker,N_Temp-W.Pacific,1857
101965,Dunker,Trop-W.Pacific,1857
101965,Dunker,Trop-IndianOcean,1857
101966,Dunker,N_Temp-W.Pacific,1857
101966,Dunker,Trop-W.Pacific,1857
101966,Dunker,Trop-IndianOcean,1857
101967,Benson,N_Temp-W.Pacific,1842
101967,Benson,Trop-W.Pacific,1842
101967,Benson,Trop-IndianOcean,1842
101968,Laseron,S_Temp-W.Pacific,1956
101970,Dall& Bartsch & Rehder,Trop-W.Pacific.Islands,1938
101971,Dunker,Trop-W.Pacific,1857
101972,Risso,N_Temp-E.Atlantic,1826
101972,Risso,Trop-E.Atlantic,1826
101974,Gould,N_Temp-W.Pacific,1861
101974,Gould,Trop-W.Pacific,1861
101975,Linnaeus,N_Temp-E.Pacific,1767
101975,Linnaeus,N_Temp-W.Pacific,1767
101975,Linnaeus,N_Temp-E.Atlantic,1767
101975,Linnaeus,N_Temp-W.Atlantic,1767
101975,Linnaeus,N_Polar-Arctic,1767
101976,Leche,N_Temp-E.Pacific,1883
101976,Leche,N_Temp-W.Atlantic,1883
101976,Leche,N_Polar-Arctic,1883
101976,Leche,N_Temp-W.Pacific,1883
101976,Leche,N_Temp-E.Atlantic,1883
101978,Ockelmann,N_Temp-W.Pacific,1983
101979,Scarlato,N_Temp-W.Pacific,1960
101980,Smith,N_Temp-W.Pacific,1884
101980,Smith,Trop-W.Pacific,1884
101980,Smith,Trop-IndianOcean,1884
101982,Dunker,S_Temp-W.Pacific,1857
101984,Gray,N_Temp-E.Pacific,1824
101984,Gray,N_Temp-W.Pacific,1824
101984,Gray,N_Temp-E.Atlantic,1824
101984,Gray,N_Temp-W.Atlantic,1824
101984,Gray,N_Polar-Arctic,1824
101985,Hedley,Trop-W.Pacific,1906
101986,A. Adams,N_Temp-W.Pacific,1862
101988,Gould,S_Temp-W.Pacific,1861
101989,d'Orbigny,S_Temp-W.Atlantic,1842
101990,H. Adams,N_Temp-W.Pacific,1871
101990,H. Adams,Trop-W.Pacific,1871
101990,H. Adams,Trop-IndianOcean,1871
101992,Valliant,S_Temp-W.Pacific,1856
101992,Valliant,N_Temp-W.Pacific,1856
101992,Valliant,Trop-W.Pacific,1856
101992,Valliant,Trop-IndianOcean,1856
101992,Valliant,S_Temp-IndianOcean,1856
101993,Dunker,S_Temp-W.Pacific,1857
101993,Dunker,Trop-W.Pacific,1857
101993,Dunker,Trop-IndianOcean,1857
101993,Dunker,S_Temp-W.Pacific.Islands,1857
101994,Hermann,S_Temp-W.Pacific,1782
101994,Hermann,Trop-W.Pacific,1782
101994,Hermann,Trop-IndianOcean,1782
101994,Hermann,S_Temp-W.Pacific.Islands,1782
101995,Say,S_Temp-W.Atlantic,1822
101995,Say,N_Temp-W.Atlantic,1822
101995,Say,Trop-W.Atlantic,1822
101997,von Cosel,Trop-E.Atlantic,1995
101998,Tate,S_Temp-W.Pacific,1891
101999,Pennant,N_Temp-E.Atlantic,1777
102001,d'Orbigny,S_Temp-W.Atlantic,1842
102001,d'Orbigny,Trop-W.Atlantic,1842
102002,Lamarck,S_Temp-W.Atlantic,1819
102002,Lamarck,N_Temp-E.Pacific,1819
102002,Lamarck,Trop-W.Atlantic,1819
102002,Lamarck,Trop-E.Pacific,1819
102003,Beauperthuy,Trop-W.Atlantic,1967
102004,Reeve,Trop-E.Pacific,1857
102005,Hanley,N_Temp-E.Pacific,1843
102005,Hanley,Trop-E.Pacific,1843
102006,Gmelin,N_Temp-E.Atlantic,1791
102006,Gmelin,Trop-E.Atlantic,1791
102007,Locard,N_Temp-E.Atlantic,1889
102008,Martin,N_Temp-E.Atlantic,1872
102009,d'Orbigny,S_Temp-W.Atlantic,1846
102009,d'Orbigny,Trop-W.Atlantic,1846
102010,Conrad,N_Temp-E.Pacific,1837
102010,Conrad,Trop-E.Pacific,1837
102013,Gould,N_Temp-W.Pacific,1861
102015,Linnaeus,N_Temp-W.Pacific,1758
102015,Linnaeus,N_Temp-E.Atlantic,1758
102015,Linnaeus,N_Temp-W.Atlantic,1758
102015,Linnaeus,N_Polar-Arctic,1758
102016,Lamarck,N_Temp-E.Atlantic,1819
102018,Lamarck,S_Temp-W.Pacific,1819
102018,Lamarck,Trop-W.Pacific,1819
102020,Gould,N_Temp-E.Pacific,1850
102020,Gould,N_Temp-E.Atlantic,1850
102020,Gould,N_Polar-Arctic,1850
102020,Gould,N_Temp-W.Pacific,1850
102021,Rehder,N_Temp-W.Atlantic,1943
102021,Rehder,Trop-W.Atlantic,1943
102022,von Cosel,Trop-E.Atlantic,1993
102023,vonCosel,Trop-E.Atlantic,1993
102024,Carpenter,N_Temp-E.Pacific,1864
102025,Makiyama,N_Temp-W.Pacific,1934
102026,Dall,N_Temp-E.Pacific,1889
102026,Dall,Trop-E.Pacific,1889
102027,Broderip,Trop-E.Pacific,1833
102029,Melvill & Standen,Trop-IndianOcean,1907
